商品コード,商品名,規格,売上単重
1500131094,レデューサー　ｺｰﾄﾞ重複の為終了,31.75X19.05,0.046
1500131100,レデュ－サ－,28.58X22.22,0.044
1500131110,レデュ－サ－,28.58X25.4,0.044
1500131111,レデュ－サ－,31.75X19.05,0.044
1500131112,レデュ－サ－,31.75X22.22,0.044
1500131113,レデュ－サ－,31.75X25.4,0.044
1500131114,レデュ－サ－,31.75X28.58,0.044
1500131115,レデューサー,34.92X15.88,0.06
1500131120,レデュ－サ－,34.92X19.05,0.07
1500131130,レデュ－サ－,34.92X22.22,0.07
1500131140,レデュ－サ－,34.92X25.4,0.07
1500131150,レデュ－サ－,34.92X28.58,0.07
1500131153,レデュ－サ－,34.92X31.75,0.07
1500131154,レデュ－サ－,38.1X19.05,0.09
1500131155,レデューサー,38.1X22.22,0.09
1500131156,レデュ－サ－,38.1X25.4,0.09
1500131157,レデュ－サ－,38.1X28.58,0.09
1500131160,レデュ－サ－,38.1X31.75,0.09
1500131162,レデュ－サ－,38.1X34.92,0.09
1500131165,レデューサー,41.28X19.05,0.088
1500131169,レデューサー,41.28X15.88,0.088
1500131170,レデュ－サ－,41.28X22.22,0.096
1500131175,レデュ－サ－,41.28X25.4,0.088
1500131180,レデュ－サ－,41.28X28.58,0.096
1500131185,レデュ－サ－,41.28X31.75,0.088
1500131190,レデュ－サ－,41.28X34.92,0.096
1500131191,レデュ－サ－,41.28X38.1,0.088
1500131195,レデュ－サ－,44.45X15.88,0.096
1500131200,レデュ－サ－,44.45X19.05,0.122
1500131201,レデュ－サ－,44.45X22.22,0.122
1500131203,レデュ－サ－,44.45X25.4,0
1500131205,レデュ－サ－,44.45X28.58,0.122
1500131210,レデュ－サ－,44.45X38.1,0.122
1500131215,レデュ－サ－,44.45X34.92,0.096
1500131220,レデュ－サ－,44.45X31.75,0.122
1500131223,レデュ－サ－,44.45X41.28,0.122
1500131230,レデュ－サ－,44.45X25.4,0.122
1500131231,レデュ－サ－,50.8X31.75,0.122
1500131232,レデュ－サ－,50.8X38.1,0.122
1500131233,レデュ－サ－,50.8X44.45,0.122
1500131234,レデュ－サ－,50.8X15.88,0.122
1500131235,レデュ－サ－,50.8X22.22,0.122
1500131236,レデューサー,50.8X19.05,0.146
1500131237,レデュ－サ－,50.8X25.4,0.122
1500131238,レデュ－サ－,50.8X34.92,0.122
1500131239,レデュ－サ－,50.8X41.28,0.122
1500131240,レデュ－サ－,53.98X22.22,0.178
1500131245,レデュ－サ－,53.98X25.4,0.178
1500131250,レデュ－サ－,53.98X28.58,0.178
1500131260,レデュ－サ－,53.98X34.92,0.178
1500131265,レデュ－サ－,53.98X31.75,0.178
1500131267,レデュ－サ－,53.98X38.1,0.178
1500131270,レデュ－サ－,53.98X44.45,0.178
1500131280,レデュ－サ－,53.98X50.8,0.178
1500131290,レデュ－サ－,63.5X38.1,0.254
1500131300,レデュ－サ－,63.5X50.8,0.254
1500131302,レデュ－サ－,63.5X53.98,0.254
1500131310,レデューサー,66.68X22.22,0.088
1500131320,レデューサー,66.68X28.58,0.088
1500131323,レデューサー,66.68X34.92,0.088
1500131326,レデューサー,66.68X41.28,0.088
1500131330,レデューサー,66.68X53.98,0.306
1500131340,レデューサー,79.38X34.92,0.462
1500131345,レデューサー,79.38X41.28,0.088
1500131350,レデューサー,79.38X53.98,0.462
1500131360,レデューサー,79.38X66.68,0.088
1500134191,レデュ－サ－　ＴＯＹＯ,41.28X38.1,0.088
15010KK020,銅管ﾚﾃﾞｭｰｻｰ 6694,12.7X9.52,0.006
15010KK035,銅管ﾚﾃﾞｭｰｻｰ 6694,15.88X8mm,0.01
15010KK040,銅管ﾚﾃﾞｭｰｻｰ 6694,15.88X9.52,0.01
15010KK050,銅管ﾚﾃﾞｭｰｻｰ 6694,15.88X12.7,0.01
15010KK080,銅管ﾚﾃﾞｭｰｻｰ 6694,22.22X12.7,0.02
15010KK090,銅管ﾚﾃﾞｭｰｻｰ 6694,22.22X15.88,0.02
15010KK120,銅管ﾚﾃﾞｭｰｻｰ 6694,28.58X15.88,0.032
15010KK140,銅管ﾚﾃﾞｭｰｻｰ 6694,28.58X22.22,0.036
1510171010,レデューサー　ＪＷ,9.52X6.35,0.004
1510171020,レデューサー　ＪＷ,12.7X9.52,0.006
1510171030,レデューサー　ＪＷ,15.88X6.35,0.01
1510171040,レデューサー　ＪＷ,15.88X9.52,0.01
1510171050,レデューサー　ＪＷ,15.88X12.7,0.01
1510171060,レデューサー　ＪＷ,19.05X12.7,0.016
1510171070,レデューサー　ＪＷ,19.05X15.88,0.016
1510171080,レデューサー　ＪＷ,22.22X12.7,0.02
1510171090,レデューサー　ＪＷ,22.22X15.88,0.02
1510171100,レデューサー　ＪＷ,22.22X19.05,0.02
1510171110,レデューサー　ＪＷ,28.58X12.7,0.032
1510171120,レデューサー　ＪＷ,28.58X15.88,0.032
1510171130,レデューサー　ＪＷ,28.58X19.05,0.032
1510171140,レデューサー　ＪＷ,28.58X22.22,0.036
1510171170,レデューサー　ＪＷ,34.92X22.22,0.06
1510171180,レデューサー　ＪＷ,34.92X28.58,0.058
1510171230,レデューサー　ＪＷ,41.28X22.22,0.088
1510171240,レデューサー　ＪＷ,41.28X28.58,0.088
1510171250,レデューサー　ＪＷ,41.28X34.92,0.088
1510171290,レデューサー　ＪＷ,53.98X34.92,0.162
1510171300,レデューサー　ＪＷ,53.98X41.28,0.166
1532691209,CO2用厚肉継手 　レデューサー,12.7X9.52,0
1540181040,レデューサー　ｕｎｉ,15.88X9.52,0.01
1540181050,レデューサー　ｕｎｉ,15.88X12.7,0.01
1540181060,レデューサー　ｕｎｉ,19.05X12.7,0.016
1540181070,レデューサー　ｕｎｉ,19.05X15.88,0.016
1540181080,レデューサー　ｕｎｉ,22.22X12.7,0.02
1540181090,レデューサー　ｕｎｉ,22.22X15.88,0.02
1540181100,レデューサー　ｕｎｉ,22.22X19.05,0.02
1540181110,レデューサー　ｕｎｉ,28.58X12.7,0.032
1540181120,レデューサー　ｕｎｉ,28.58X15.88,0.032
1540181130,レデューサー　ｕｎｉ,28.58X19.05,0.032
1540181140,レデューサー　ｕｎｉ,28.58X22.22,0.036
1540181170,レデューサー　ｕｎｉ,34.92X22.22,0.06
1540181180,レデューサー　ｕｎｉ,34.92X28.58,0.058
1540181230,レデューサー　ｕｎｉ,41.28X22.22,0.088
1540181240,レデューサー　ｕｎｉ,41.28X28.58,0.088
1540181250,レデューサー　ｕｎｉ,41.28X34.92,0.088
1540181290,レデューサー　ｕｎｉ,53.98X34.92,0.162
1540181300,レデューサー　ｕｎｉ,53.98X41.28,0.166
1550051000,レデューサー　ＴＡＫ,,0
1550151010,レデューサー　ＴＡＫ,9.52X6.35,0.004
1550151020,レデューサー　ＴＡＫ,12.7X6.35,0.006
1550151025,レデューサー　ＴＡＫ,12.7X8.0,0.006
1550151030,レデューサー　ＴＡＫ,12.7X9.52,0.006
1550151040,レデューサー　ＴＡＫ,15.88X6.35,0.01
1550151050,レデューサー　ＴＡＫ,15.88X9.52,0.01
1550151060,レデューサー　ＴＡＫ,15.88X12.7,0.01
1550151070,レデューサー　ＴＡＫ,19.05X6.35,0.016
1550151080,レデューサー　ＴＡＫ,19.05X9.52,0.016
1550151090,レデューサー　ＴＡＫ,19.05X12.7,0.016
1550151100,レデューサー　ＴＡＫ,19.05X15.88,0.016
1550151109,レデューサー　ＴＡＫ,22.22X9.52,0.02
1550151110,レデューサー　ＴＡＫ,22.22X12.7,0.02
1550151120,レデューサー　ＴＡＫ,22.22X15.88,0.02
1550151130,レデューサー　ＴＡＫ,22.22X19.05,0.02
1550151140,レデューサー　ＴＡＫ,25.4X12.7,0.032
1550151145,レデューサー　ＴＡＫ,25.4X15.88,0.03
1550151150,レデューサー　ＴＡＫ,25.4X19.05,0.032
1550151160,レデューサー　ＴＡＫ,25.4X22.22,0.03
1550151170,レデューサー　ＴＡＫ,28.58X12.7,0.032
1550151180,レデューサー　ＴＡＫ,28.58X15.88,0.032
1550151190,レデューサー　ＴＡＫ,28.58X19.05,0.032
1550151200,レデューサー　ＴＡＫ,28.58X22.22,0.036
1550151210,レデューサー　ＴＡＫ,28.58X25.4,0.036
1550151220,レデューサー　ＴＡＫ,31.75X15.88,0.046
1550151225,レデューサー　ＴＡＫ,31.75X19.05,0.034
1550151230,レデューサー　ＴＡＫ,31.75X22.22,0.048
1550151240,レデューサー　ＴＡＫ,31.75X25.4,0.048
1550151250,レデューサー　ＴＡＫ,31.75X28.58,0.048
1550151260,レデューサー　ＴＡＫ,34.92X15.88,0.06
1550151270,レデューサー　ＴＡＫ,34.92X19.05,0.06
1550151280,レデューサー　ＴＡＫ,34.92X22.22,0.06
1550151285,レデューサー　ＴＡＫ,34.92X25.4,0.06
1550151290,レデューサー　ＴＡＫ,34.92X28.58,0.06
1550151300,レデューサー　ＴＡＫ,34.92X31.75,0.06
1550151310,レデューサー　ＴＡＫ,38.1X22.22,0.09
1550151320,レデューサー　ＴＡＫ,38.1X25.4,0.078
1550151330,レデューサー　ＴＡＫ,38.1X28.58,0.082
1550151340,レデューサー　ＴＡＫ,38.1X31.75,0.076
1550151345,レデューサー　ＴＡＫ,38.1X34.92,0.076
1550151350,レデューサー　ＴＡＫ,41.28X15.88,0.086
1550151360,レデューサー　ＴＡＫ,41.28X19.05,0.088
1550151370,レデューサー　ＴＡＫ,41.28X22.22,0.088
1550151380,レデューサー　ＴＡＫ,41.28X25.4,0.088
1550151390,レデューサー　ＴＡＫ,41.28X28.58,0.098
1550151400,レデューサー　ＴＡＫ,41.28X31.75,0.088
1550151410,レデューサー　ＴＡＫ,41.28X34.92,0.088
1550151420,レデューサー　ＴＡＫ,41.28X38.1,0.088
1550151430,レデューサー　ＴＡＫ,44.45X22.22,0.122
1550151433,レデューサー　ＴＡＫ,44.45X31.75,0.108
1550151436,レデューサー　ＴＡＫ,44.45X38.1,0.106
1550151438,レデューサー　ＴＡＫ,50.8X15.88,0.152
1550151440,レデューサー　ＴＡＫ,50.8X19.05,0.146
1550151450,レデューサー　ＴＡＫ,50.8X22.22,0.14
1550151460,レデューサー　ＴＡＫ,50.8X25.4,0.086
1550151462,レデューサー　ＴＡＫ,50.8X31.75,0.092
1550151464,レデューサー　ＴＡＫ,50.8X34.92,0.136
1550151466,レデューサー　ＴＡＫ,50.8X38.1,0.136
1550151468,レデューサー　ＴＡＫ,50.8X44.45,0.134
1550151470,レデューサー　ＴＡＫ,53.98X15.88,0.156
1550151480,レデューサー　ＴＡＫ,53.98X22.22,0.16
1550151490,レデューサー　ＴＡＫ,53.98X28.58,0.16
1550151500,レデューサー　ＴＡＫ,53.98X34.92,0.162
1550151510,レデューサー　ＴＡＫ,53.98X38.1,0.162
1550151520,レデューサー　ＴＡＫ,53.98X41.28,0.19
1550151530,レデューサー　ＴＡＫ,66.68X22.22,0.298
1550151540,レデューサー　ＴＡＫ,66.68X28.58,0.314
1550151550,レデューサー　ＴＡＫ,66.68X34.92,0.314
1550151560,レデューサー　ＴＡＫ,66.68X41.28,0.314
1550151570,レデューサー　ＴＡＫ,66.68X53.98,0.306
1550151573,レデューサー　ＴＡＫ,76.2X63.5,0.344
1550151575,レデューサー　ＴＡＫ,79.38X41.28,0.462
1550151576,レデューサー　ＴＡＫ,79.38X34.92,0.462
1550151580,レデューサー　ＴＡＫ,79.38X53.98,0.462
1550151590,レデューサー　ＴＡＫ,79.38X66.68,0.462
1550151600,レデューサー　ＴＡＫ,104.78X53.98,0.938
1550151610,レデューサー　ＴＡＫ,104.78X66.68,0.922
1550151620,レデューサー　ＴＡＫ,104.78X79.38,0.884
1550152100,レデューサーＴＡＫ止無,15.88X9.52,0.01
1560010000,舶用継手エルボ,,0
1560020000,舶用継手ティーズ,,0
1560030000,舶用継手ソケット,,0
1560040000,ルーズジョイント,,0
1560110250,舶用継手エルボ　ＴＡＫ,25A(30φ),0.134
1560112250,舶用継手４５°エルボ　ＴＡＫ,25A(30φ),0.103
1560130010,舶用継手ソケット,85ﾊﾟｲX70ﾊﾟｲ,0
1590000000,絶縁フランジ　ＳＥＴ,,0
1590100015,絶縁フランジ　ＳＥＴ,10K-15A,0.564
1590100020,絶縁フランジ　ＳＥＴ,10K-20A,0.746
1590100025,絶縁フランジ　ＳＥＴ,10K-25A,1.102
1590100032,絶縁フランジ　ＳＥＴ,10K-32A,1.59
1590100040,絶縁フランジ　ＳＥＴ,10K-40A,1.67
1590100050,絶縁フランジ　ＳＥＴ,10K-50A,2.03
1590100065,絶縁フランジ　ＳＥＴ,10K-65A,2.966
1590100080,絶縁フランジ　ＳＥＴ,10K-80A,2.914
1590100100,絶縁フランジ　ＳＥＴ,10K-100A,3.576
1590100125,絶縁フランジ　ＳＥＴ,10K-125A,5.438
1590100150,絶縁フランジ　ＳＥＴ,10K-150A,5.438
1590101015,絶縁フランジ　ＨＫＣ　アウター,10K-15A,0
1590101020,絶縁フランジ　ＨＫＣ　アウター,10K-20A,0
1590101025,絶縁フランジ　ＨＫＣ　アウター,10K-25A,0
1590101032,絶縁フランジ　ＨＫＣ　アウター,10K-32A,0
1590101040,絶縁フランジ　ＨＫＣ　アウター,10K-40A,0
1590101050,絶縁フランジ　ＨＫＣ　アウター,10K-50A,0
1590101065,絶縁フランジ　ＨＫＣ　アウター,10K-65A,0
1590101080,絶縁フランジ　ＨＫＣ　アウター,10K-80A,0
1590101100,絶縁フランジ　ＨＫＣ　アウター,10K-100A,0
1590101125,絶縁フランジ　ＨＫＣ　アウター,10K-125A,0
1590101150,絶縁フランジ　ＨＫＣ　アウター,10K-150A,0
1590102015,絶縁フランジ　ＤＨＰ　インナー,10K-15A,0
1590102020,絶縁フランジ　ＤＨＰ　インナー,10K-20A,0
1590102025,絶縁フランジ　ＤＨＰ　インナー,10K-25A,0
1590102032,絶縁フランジ　ＤＨＰ　インナー,10K-32A,0
1590102040,絶縁フランジ　ＤＨＰ　インナー,10K-40A,0
1590102050,絶縁フランジ　ＤＨＰ　インナー,10K-50A,0
1590102065,絶縁フランジ　ＤＨＰ　インナー,10K-65A,0
1590102080,絶縁フランジ　ＤＨＰ　インナー,10K-80A,0
1590102100,絶縁フランジ　ＤＨＰ　インナー,10K-100A,0
1590102125,絶縁フランジ　ＤＨＰ　インナー,10K-125A,0
1590102150,絶縁フランジ　ＤＨＰ　インナー,10K-150A,0
1591001015,ＢＯＴＯ スチールフランジ,10K-15A,0
1591001020,ＢＯＴＯ スチールフランジ,10K-20A,0
1591001025,ＢＯＴＯ スチールフランジ,10K-25A,0
1591001032,ＢＯＴＯ スチールフランジ,10K-32A,0
1591001040,ＢＯＴＯ スチールフランジ,10K-40A,0
1591001050,ＢＯＴＯ スチールフランジ,10K-50A,0
1591001065,ＢＯＴＯ スチールフランジ,10K-65A,0
1591001080,ＢＯＴＯ スチールフランジ,10K-80A,0
1591001100,ＢＯＴＯ スチールフランジ,10K-100A,0
1591001125,ＢＯＴＯ スチールフランジ,10K-125A,0
1591001150,ＢＯＴＯ スチールフランジ,10K-150A,0
1600010000,絶縁フランジ　ＵＮＩ,,0
1600110015,絶縁フランジ　ＵＮＩ,10K-15A,0.564
1600110020,絶縁フランジ　ＵＮＩ,10K-20A,0.746
1600110025,絶縁フランジ　ＵＮＩ,10K-25A,1.102
1600110032,絶縁フランジ　ＵＮＩ,10K-32A,1.59
1600110040,絶縁フランジ　ＵＮＩ,10K-40A,1.67
1600110050,絶縁フランジ　ＵＮＩ,10K-50A,2.03
1600110065,絶縁フランジ　ＵＮＩ,10K-65A,2.966
1600110080,絶縁フランジ　ＵＮＩ,10K-80A,2.914
1600110100,絶縁フランジ　ＵＮＩ,10K-100A,3.576
1600110125,絶縁フランジ　ＵＮＩ,10K-125A,5.438
1600110150,絶縁フランジ　ＵＮＩ,10K-150A,5.438
1600120125,絶縁フランジ　ＳＭＩ,10K-125A,5.438
1600120150,絶縁フランジ　ＳＭＩ,10K-150A,5.438
1600121050,絶縁ﾌﾗﾝｼﾞ SMI ｱｳﾀｰ,10K-50A,0
1610050000,絶縁フランジ　ＴＡＫ,10K-,0
1610051000,絶縁フランジ　ＴＡＫ,5K-,0
1610150015,絶縁フランジ　ＴＡＫ,10K-15A,0.564
1610150020,絶縁フランジ　ＴＡＫ,10K-20A,0.746
1610150025,絶縁フランジ　ＴＡＫ,10K-25A,1.102
1610150032,絶縁フランジ　ＴＡＫ,10K-32A,1.59
1610150040,絶縁フランジ　ＴＡＫ,10K-40A,1.67
1610150050,絶縁フランジ　ＴＡＫ,10K-50A,2.03
1610150065,絶縁フランジ　ＴＡＫ,10K-65A,2.966
1610150080,絶縁フランジ　ＴＡＫ,10K-80A,2.914
1610150100,絶縁フランジ　ＴＡＫ,10K-100A,3.576
1610150125,絶縁フランジ　ＴＡＫ,10K-125A,5.438
1610150150,絶縁フランジ　ＴＡＫ,10K-150A,5.438
1610151125,絶縁フランジ　ＴＡＫ,5K-125A,5.438
1610152020,絶縁フランジ　ＴＡＫ,22.22X16k,0
1610152025,絶縁フランジ　ＴＡＫ,28.58X16k,0
1610152032,絶縁フランジ　ＴＡＫ,34.92X16k,0
1610152065,絶縁フランジ　ＴＡＫ,66.68X16k,2.598
1610152080,絶縁フランジ　ＴＡＫ,79.38X16k,4
1620110015,絶縁フランジ　ＵＮＩ　アウター,10K-15A,0
1620110020,絶縁フランジ　ＵＮＩ　アウター,10K-20A,0
1620110025,絶縁フランジ　ＵＮＩ　アウター,10K-25A,0
1620110032,絶縁フランジ　ＵＮＩ　アウター,10K-32A,0
1620110040,絶縁フランジ　ＵＮＩ　アウター,10K-40A,0
1620110050,絶縁フランジ　ＵＮＩ　アウター,10K-50A,0
1620110065,絶縁フランジ　ＵＮＩ　アウター,10K-65A,0
1620110100,絶縁フランジ　ＵＮＩ　アウター,10K-100A,0
1620110150,絶縁フランジ　ＵＮＩ　アウター,10K-150A,0
1630110015,絶縁フランジ　ＵＮＩ　インナー,10K-15A,0
1630110020,絶縁フランジ　ＵＮＩ　インナー,10K-20A,0
1630110025,絶縁フランジ　ＵＮＩ　インナー,10K-25A,0
1630110032,絶縁フランジ　ＵＮＩ　インナー,10K-32A,0
1630110040,絶縁フランジ　ＵＮＩ　インナー,10K-40A,0
1630110050,絶縁フランジ　ＵＮＩ　インナー,10K-50A,0
1630110065,絶縁フランジ　ＵＮＩ　インナー,10K-65A,0
1630110080,絶縁フランジ　ＵＮＩ　インナー,10K-80A,0
1630110100,絶縁フランジ　ＵＮＩ　インナー,10K-100A,0
1630110125,絶縁フランジ　ＵＮＩ　インナー,10K-125A,0
1640150020,絶縁フランジ　ＴＡＫ　アウター,10K-20A,0
1640150032,絶縁フランジ　ＴＡＫ　アウター,10K-32A,0
1640150065,絶縁フランジ　ＴＡＫ　アウター,10K-65A,0
1640150125,絶縁フランジ　ＴＡＫ　アウター,5K-125A,0
1650150020,絶縁フランジ　ＴＡＫ　インナー,10K-20A,0
1650150025,絶縁フランジ　ＴＡＫ　インナー,10K-25A,0
1650150032,絶縁フランジ　ＴＡＫ　インナー,10K-32A,0
1650150040,絶縁フランジ　ＴＡＫ　インナー,10K-40A,0
1650150050,絶縁フランジ　ＴＡＫ　インナー,10K-50A,0
1650150065,絶縁フランジ　ＴＡＫ　インナー,10K-65A,0
1650150080,絶縁フランジ　ＴＡＫ　インナー,10K-80A,0
1650150100,絶縁フランジ　ＴＡＫ　インナー,10K-100A,0
1660100010,絶縁ﾌﾗﾝｼﾞ （ｺﾞｺｳ)ｲﾝﾅｰ,５０Ａ,0
1660100020,絶縁ﾌﾗﾝｼﾞ（ｺﾞｺｳ) ｲﾝﾅｰ,６５Ａ,0
1660100030,絶縁ﾌﾗﾝｼﾞ（BOTO)ｱｳﾀｰ,５０Ａ,0
1660100040,絶縁ﾌﾗﾝｼﾞ（BOTO)ｱｳﾀｰ,６５Ａ,0
1670180095,深型キャップ　ｕｎｉ,9.52,0.004
1670180127,深型キャップ　ｕｎｉ,12.7,0.004
1670180158,深型キャップ　ｕｎｉ,15.88,0.006
1670180195,深型キャップ　ｕｎｉ,19.05,0.01
1670180222,深型キャップ　ｕｎｉ,22.22,0.014
1670180285,深型キャップ　ｕｎｉ,28.58,0.026
1670180349,深型キャップ　ｕｎｉ,34.92,0.044
1670180412,深型キャップ　ｕｎｉ,41.28,0.064
1670180539,深型キャップ　ｕｎｉ,53.98,0.11
1670180666,深型キャップ　ｕｎｉ,66.68,0.181
1680150032,ラップジョイント,10K-34.92,0
1680150050,ラップジョイント,10K-53.98,0
1680151050,ラップジョイント,5K-53.98,0
1680151065,ラップジョイント,5K 66.68,0
1691060127,オイルトラップ　ＪＷ,12.7,0.032
1691060158,オイルトラップ　ＪＷ,15.88,0.068
1691060195,オイルトラップ　ＪＷ,19.05,0.09
1691060222,オイルトラップ　ＪＷ,22.22,0.144
1691060254,オイルトラップ　ＪＷ,25.4,0.204
1691060285,オイルトラップ　ＪＷ,28.58,0.24
1691060317,オイルトラップ　ＪＷ,31.75,0.292
1691060349,オイルトラップ　ＪＷ,34.92,0.42
1691060381,オイルトラップ　ＪＷ,38.1,0.5
1691060412,オイルトラップ　ＪＷ,41.28,0.608
1691060444,オイルトラップ　ＪＷ,44.45,1.108
1691060508,オイルトラップ　ＪＷ,50.8,1.05
1700000000,キャップ,,0
1700160127,キャップ,12.7,0.002
1700160158,キャップ,15.88,0.004
1700160195,キャップ,19.05,0.006
1700160222,キャップ,22.22,0.006
1700160254,キャップ,25.4,0.008
1700160285,キャップ,28.58,0.012
1700160317,キャップ,31.75,0.016
1700160349,キャップ,34.92,0.018
1700160381,キャップ,38.1,0.018
1700160412,キャップ,41.28,0.032
1700160444,キャップ,44.45,0.036
1700160508,キャップ,50.8,0.066
1700160539,キャップ,53.98,0.07
1700160635,キャップ,63.5,0.102
1700160666,キャップ,66.68,0.106
1700160793,キャップ,79.38,0.212
1700170285,深型キャップ,28.58,0.048
1700170349,深型キャップ,34.92,0.048
1700170539,深型キャップ,53.98,0.124
17010IT539,キャップ,53.98,0
17010IT666,キャップ,66.68,0
1710050000,キャップ　ＴＡＫ,,0
1710150095,キャップ　ＴＡＫ,9.52,0.002
1710150127,キャップ　ＴＡＫ,12.7,0.002
